bio,gender,age,city,platform
"Stable job, stable emotions, chaotic playlists",Female,44,New York,OkCupid
Coffee addict and sarcasm queen ☕😂,Non-binary,19,Las Vegas,CMB
"Obsessed with dogs, sunsets, and spontaneity",Female,39,New York,CMB
"Cat lover, manipulative sometimes.",Non-binary,19,San Fransisco,Bumble
Travel bug with a caffeine addiction ✈️☕,Male,41,Las Vegas,OkCupid
overthink & snack,Male,37,LA,CMB
lazy but spicy,Female,42,Houston,Tinder
likes long walks to fridge,Male,26,Houston,Tinder
"I ghost sometimes, but I come back dramatic.",Male,18,LA,CMB
"Foodie, avoids confrontation.",Non-binary,37,Philadelphia,CMB
obsessed w memes,Male,21,Houston,Hinge
dogs > humans obviously,Female,34,Las Vegas,Bumble
Obsessed with ice cream and chocolate.,Non-binary,45,San Fransisco,Bumble
chaotic queen,Male,26,Houston,Hinge
"love sarcasm, hate lies",Male,34,Chicago,Hinge
Sweet but can snap if pushed. 🍬⚡,Female,41,San Fransisco,Tinder
"Foodie, secretly judgmental.",Female,38,Houston,Bumble
hi?,Non-binary,37,LA,CMB
my ex said i’m too much. he’s right,Female,42,Philadelphia,CMB
might steal ur fries,Female,37,Chicago,Hinge
Loves spontaneous dance sessions.,Female,30,Chicago,OkCupid
"I binge, nap, repeat.",Non-binary,20,Houston,CMB
"Dog mom, human disaster",Male,29,LA,Tinder
honestly just here 2 judge pics,Non-binary,27,Chicago,OkCupid
"I flirt, disappear, return with flowers.",Male,20,Houston,CMB
music is my therapy,Non-binary,18,Chicago,OkCupid
Obsessed with sunsets and iced coffee.,Non-binary,22,LA,Hinge
"Beach bum, bookworm, spontaneous adventurer.",Non-binary,44,Dallas,Hinge
"pizza is life, fight me",Non-binary,22,San Fransisco,CMB
"Yoga enthusiast, flaky mid-week.",Male,20,Philadelphia,CMB
might overtext,Male,40,San Fransisco,Hinge
hopeless romantic. emphasis on hopeless,Non-binary,39,Philadelphia,OkCupid
i laugh weirdly,Non-binary,33,San Fransisco,CMB
my humor is dark,Non-binary,33,Houston,CMB
"Night owl, chaos lover, meme enthusiast.",Female,35,San Fransisco,Tinder
i love long drives,Non-binary,18,Chicago,CMB
emojis r my love language 😎,Male,27,Chicago,Bumble
i talk too much,Female,23,New York,CMB
talk nerdy,Non-binary,43,San Fransisco,Tinder
"Relationship-oriented, emotionally intelligent",Female,31,Dallas,Hinge
"I laugh too loud, sometimes at inappropriate times.",Non-binary,33,San Fransisco,Tinder
fun fact: i sabotage everything good,Female,25,San Fransisco,Tinder
"Amateur musician, karaoke lover.",Male,25,Philadelphia,Hinge
"Fitness junkie, avoids tough talks.",Non-binary,27,Philadelphia,Tinder
Flirting: chaotic but cute,Female,35,Las Vegas,Bumble
pizza addict forever,Male,22,Chicago,Bumble
I overshare and overthink,Non-binary,18,LA,Bumble
can be clingy,Male,25,Houston,CMB
"Talks a lot about self-growth, rarely practices it.",Male,41,Las Vegas,Tinder
"I laugh at sarcasm, love deep talks.",Non-binary,22,Philadelphia,Tinder
Professional chaos coordinator,Female,29,Houston,Bumble
"Amateur singer, professional shower performer.",Female,40,Chicago,OkCupid
emojis speak 4 me,Female,42,Chicago,Hinge
"hiking, baking, therapy — my holy trinity",Non-binary,22,Dallas,OkCupid
don’t ask what i’m looking for. idk either,Non-binary,43,Las Vegas,CMB
"I overanalyze, then shrug.",Female,32,San Fransisco,Tinder
i wear hoodies always,Male,25,Chicago,Hinge
looking 4 a chill buddy,Female,25,Las Vegas,Tinder
cute but complicated,Female,26,Las Vegas,OkCupid
I live for spontaneous road trips and bad karaoke nights.,Male,38,Philadelphia,Hinge
"Sweet talker, occasional manipulator. 😏💋",Female,30,Las Vegas,Bumble
"I roast, then regret later.",Non-binary,43,New York,Bumble
"i ghost, dont be sad",Female,45,Chicago,Tinder
Amateur painter seeking inspiration and laughter,Male,30,San Fransisco,Bumble
"I overthink, then overtext.",Male,22,Chicago,Tinder
Introvert with social battery issues,Male,23,Philadelphia,CMB
"Morning runner, midnight thinker.",Female,28,Chicago,Hinge
"I love deep talks, hate drama.",Male,32,Philadelphia,CMB
"I whisper to plants, they ignore me",Female,39,Las Vegas,Tinder
i lie for fun but love for real,Male,37,Philadelphia,Hinge
chaotic but lovable,Female,37,Las Vegas,CMB
Introvert seeking someone to share awkward silences with.,Male,34,Houston,OkCupid
Recovering perfectionist,Male,25,New York,OkCupid
"i’m not mad, just disappointed. in men.",Female,43,Dallas,CMB
Can’t survive without sunshine and laughter.,Male,30,Philadelphia,Hinge
it’s giving: red flag with good vibes,Non-binary,37,Las Vegas,Hinge
"Music is life, karaoke is therapy.",Non-binary,35,Dallas,Hinge
Currently training for a Netflix marathon,Non-binary,31,Chicago,CMB
"Obsessed with music, coffee, and naps.",Male,43,Dallas,Bumble
"I’ll roast you, then make it up with dessert.",Female,18,Philadelphia,OkCupid
I’m adventurous but clingy sometimes.,Female,31,LA,CMB
"Might steal your fries, but I’ll share my hoodie. 🍟❤️",Non-binary,45,New York,Hinge
Introvert seeking mutual ignoring,Male,30,Las Vegas,Bumble
"6/10 looks, 11/10 emotional maturity",Male,20,Houston,CMB
not a morning person,Non-binary,35,Houston,CMB
big fan of coffee dates and eye contact ☕👀,Non-binary,28,Chicago,Tinder
"Smiles, sarcasm, and bad dance moves 😁💃",Male,24,Chicago,Tinder
"Yoga lover, flaky.",Non-binary,39,Chicago,Hinge
i'm emotionally intelligent. just not emotionally available,Non-binary,28,Philadelphia,Tinder
i change moods like outfits,Non-binary,32,Dallas,Tinder
sarcasm queen forever,Non-binary,19,New York,Hinge
"Night owl, meme collector, chocolate lover.",Non-binary,40,San Fransisco,OkCupid
Pizza lover and serial binge-watcher 🍕📺,Non-binary,23,San Fransisco,OkCupid
I flirt with everyone… but my heart is picky. 😏❤️,Male,40,LA,Bumble
Sarcasm enthusiast,Female,24,Philadelphia,Hinge
Bookworm with a messy bookshelf.,Female,22,San Fransisco,Bumble
bored & dramatic,Male,36,New York,Bumble
"i ghost sometimes, deal",Non-binary,44,New York,Bumble
either my soulmate or someone i ghost,Male,26,Chicago,Tinder
i overthink,Female,24,San Fransisco,Bumble
hi? lol,Male,22,New York,Hinge
Amateur painter seeking inspiration.,Female,22,New York,CMB
"Flirt dangerously, nap professionally",Non-binary,43,LA,Hinge
SINGLE & READY,Non-binary,25,Chicago,CMB
i hoard candles,Male,22,New York,CMB
Fitness freak who also binges Netflix all night.,Female,27,Dallas,Bumble
obsessed with shoes,Female,18,Las Vegas,Hinge
I run on sarcasm and chaos,Female,39,LA,OkCupid
Loves stargazing and midnight ice cream runs.,Non-binary,28,Dallas,Tinder
Gamer seeking co-pilot for life adventures.,Male,33,Las Vegas,OkCupid
"Coffee addict, bookworm, chaos seeker.",Male,44,Houston,Hinge
"Healing, growing, & keeping plants alive 🌿",Female,38,New York,Hinge
"Let’s laugh, learn, and be soft together",Non-binary,32,San Fransisco,OkCupid
"Coffee lover, manipulative sometimes.",Non-binary,28,New York,Bumble
"i like check-ins, good kisses, and mutual respect",Male,39,Las Vegas,OkCupid
"Always planning, rarely executing.",Non-binary,28,Chicago,Bumble
"Coffee addict, book hoarder, chaos lover.",Male,40,Las Vegas,Tinder
sleepy af always,Non-binary,32,Dallas,Bumble
chaos wrapped in lip gloss,Male,21,LA,CMB
"Beach hair, don’t care attitude.",Female,24,Houston,Bumble
I trip over flat surfaces,Non-binary,27,San Fransisco,OkCupid
obsessed w shoes,Female,19,San Fransisco,Bumble
like anime,Male,23,Dallas,OkCupid
"Fitness freak, sometimes judgmental.",Female,41,Chicago,CMB
Recovering overthinker seeking chaos partner,Non-binary,20,New York,OkCupid
loves surprises,Female,33,Dallas,Tinder
Dog mom/dad at heart.,Male,28,Chicago,Tinder
✨looking for chaos✨,Non-binary,24,LA,Tinder
Currently ignoring responsibilities creatively,Female,30,Dallas,Tinder
messy but fun,Non-binary,40,Las Vegas,OkCupid
Dog lover and meme addict 🐶😂,Male,37,Philadelphia,Tinder
"I trip over nothing, impressively",Non-binary,26,Dallas,Tinder
I flirt with danger and compliments.,Female,24,Houston,OkCupid
"Loves meditation, flaky with plans.",Female,33,New York,Hinge
obsessed w astrology,Female,38,Las Vegas,Tinder
"if i like you, that’s a red flag",Male,23,Dallas,CMB
"Amateur painter, professional daydreamer.",Male,38,New York,CMB
"Gamer, flaky mid-week.",Non-binary,35,Chicago,Hinge
nothing serious,Non-binary,30,Dallas,Bumble
"coffee first, then world",Male,44,Chicago,OkCupid
"Night owl, music enthusiast, chaos lover.",Male,40,New York,CMB
"Loves brunch, avoids serious chats.",Non-binary,37,Las Vegas,Hinge
"Flirting: chaotic, unplanned, cute",Non-binary,25,Chicago,CMB
might ghost u,Non-binary,18,San Fransisco,CMB
messy but hilarious,Non-binary,42,Chicago,CMB
i like chaos,Non-binary,30,Houston,Tinder
"Loves adventures, hates plans. 🏞️",Female,22,Philadelphia,Tinder
might cry randomly,Non-binary,26,San Fransisco,Tinder
Beach walker and ice cream chaser.,Female,28,Philadelphia,OkCupid
Will judge your memes silently,Non-binary,36,Dallas,CMB
Loves quiet nights and loud laughs.,Non-binary,44,Houston,CMB
you’ll never feel like an afterthought with me,Male,29,Houston,OkCupid
"Gym rat, health freak, pizza lover on weekends. 🍕💪",Male,33,LA,OkCupid
I’d never leave you on read unless I’m asleep,Female,20,Philadelphia,OkCupid
just vibing,Female,34,New York,OkCupid
"Coffee in the morning, chaos all day ☕😅",Female,30,San Fransisco,Tinder
i cry at disney movies,Female,30,New York,OkCupid
"love sarcasm, hate liars",Female,32,New York,Bumble
lowkey chaotic,Non-binary,30,LA,Bumble
pizza time,Non-binary,44,Houston,Bumble
"Fluent in sarcasm, memes, and awkward situations.",Non-binary,28,New York,Tinder
"overthink, overeat, repeat",Female,22,LA,Bumble
sleepy but cute,Male,34,Houston,Hinge
Professional procrastinator and snack hunter 🛋️🍫,Female,24,Dallas,OkCupid
"Coffee addict, music lover, occasional overthinker 🎶☕",Male,31,Chicago,Bumble
drama magnet,Female,28,San Fransisco,Hinge
caffeine first,Female,21,LA,Hinge
kinda wild,Male,19,Chicago,OkCupid
Currently ignoring responsibilities,Non-binary,41,San Fransisco,Bumble
coffee & chaos,Male,35,LA,Hinge
"Always late, yet expects you to wait patiently.",Female,40,New York,CMB
Loves trivia nights and awkward dance moves.,Non-binary,18,Chicago,Bumble
Beach bum in search of the perfect sunset 🌊🌅,Male,44,Dallas,OkCupid
Introverted extrovert seeking same,Male,18,Las Vegas,CMB
I care too much and too little simultaneously.,Female,41,Philadelphia,CMB
too honest sometimes,Male,41,Dallas,Tinder
Fun-sized troublemaker with a soft heart 😏💖,Male,31,Philadelphia,OkCupid
Sarcastic with a side of empathy.,Male,23,Houston,Bumble
i talk too much,Female,38,San Fransisco,Bumble
professional napper,Female,45,Houston,CMB
can sleep anywhere,Non-binary,42,Las Vegas,CMB
"if ur boring, i’ll probably block u mid convo",Male,42,New York,CMB
"Obsessed with ice cream, memes, and dogs 🍦😂🐶",Female,18,New York,Bumble
I dance like chaos incarnate,Non-binary,26,San Fransisco,Hinge
"love a good debate, even if im wrong",Male,32,LA,Tinder
"Beach walks, starlit nights, good vibes only.",Female,43,Las Vegas,Bumble
I steal snacks and hearts equally,Non-binary,28,San Fransisco,Bumble
bad at directions,Non-binary,29,Philadelphia,Bumble
Introverted extrovert,Male,23,Houston,Hinge
I judge your memes silently,Male,39,Philadelphia,OkCupid
"Late-night drives, early regrets.",Male,33,Las Vegas,Bumble
Fitness enthusiast with a soft spot for puppies.,Male,32,Philadelphia,Hinge
"Cat lover, book hoarder.",Non-binary,44,San Fransisco,Bumble
messy hair dont care,Male,29,Las Vegas,CMB
love sarcasm & chaos,Male,25,Houston,OkCupid
"Gym rat, ghosted friends.",Female,20,LA,Tinder
"Obsessed with dogs, coffee, and spontaneity.",Female,37,Dallas,Tinder
might annoy u,Female,41,Philadelphia,Bumble
"I ghost, but I leave memes",Non-binary,26,LA,Tinder
Professional overthinker,Non-binary,18,New York,OkCupid
LOL ok,Female,41,Las Vegas,OkCupid
Night owl seeking deep talks.,Non-binary,42,Dallas,OkCupid
i make playlists for ppl i like,Non-binary,29,Dallas,OkCupid
might cry today,Male,22,Chicago,CMB
Caffeine-fueled overthinker,Male,18,Las Vegas,CMB
i want love but i suck at replying,Non-binary,39,San Fransisco,Tinder
pizza & chaos energy,Male,19,LA,CMB
pizza & tacos,Non-binary,39,San Fransisco,Hinge
"Will steal your fries, politely",Female,20,Las Vegas,Hinge
"coffee first, then world",Male,36,Chicago,CMB
Will judge your memes silently,Non-binary,32,LA,CMB
match me if you like problems,Male,26,LA,Hinge
Obsessed with astrology… and controlling schedules. ♈,Male,20,Chicago,Bumble
kind of lost,Male,33,Dallas,CMB
coffee forever,Non-binary,18,Philadelphia,Tinder
loves chaos,Female,22,San Fransisco,CMB
"Fluent in movie quotes, sarcasm, and bad puns.",Female,21,New York,Tinder
"won’t argue, will block",Non-binary,19,New York,CMB
pizza addict & napper,Non-binary,19,Las Vegas,CMB
therapist said I’m doing well. let’s test that theory,Male,19,San Fransisco,Hinge
Loves road trips and offbeat cafes.,Female,23,Houston,Hinge
"Obsessed with hiking, photography, and coffee.",Non-binary,30,Dallas,CMB
"Gamer at heart, foodie in practice.",Male,43,Houston,CMB
"Fluent in sarcasm, memes, and awkward humor.",Male,41,New York,Hinge
Obsessed with sunsets and good playlists 🌅🎶,Male,31,LA,OkCupid
pizza & sarcasm,Male,37,Dallas,CMB
"Loves hiking, sunsets, and dogs.",Non-binary,23,Dallas,CMB
sarcastic af always,Male,26,Las Vegas,Tinder
"Kinda wanna be spoiled, Kinda wanna disappear",Male,29,Philadelphia,CMB
Dog mom looking for dog dad energy,Non-binary,30,LA,Hinge
i snack a lot,Female,43,New York,Tinder
sarcastic & fun,Non-binary,19,Las Vegas,OkCupid
"sometimes spontaneous, mostly lazy",Female,39,Chicago,CMB
obsessed w candles,Non-binary,29,New York,Tinder
Loves long drives and open roads.,Male,23,Dallas,CMB
emojis > words,Non-binary,42,Chicago,Tinder
"Gamer, avoids emotional depth.",Male,24,New York,CMB
introvert vibes forever,Female,44,Houston,Hinge
Loves dancing in the rain… and stealing your umbrella. 🌧️☂️,Male,30,LA,OkCupid
emojis > words,Male,20,Chicago,Bumble
lazy but spicy,Male,24,New York,Bumble
Will judge your playlist quietly,Male,34,San Fransisco,Bumble
"Yoga lover, avoids serious chats.",Female,38,New York,Hinge
Introvert seeking someone to share music and snacks with.,Male,33,Dallas,Bumble
"Amateur painter, full-time daydreamer.",Non-binary,35,Las Vegas,CMB
"Coffee in hand, chaos in mind ☕😏",Female,19,San Fransisco,CMB
not ur typical girl,Female,27,Dallas,Tinder
messy but lovable,Male,30,Chicago,CMB
naps > responsibilities,Female,32,San Fransisco,CMB
honestly just here for the memes,Female,20,Houston,Tinder
travel > money,Male,40,New York,OkCupid
i write too much,Non-binary,39,San Fransisco,Bumble
not afraid of deep feelings — I welcome them,Female,42,Philadelphia,Tinder
Obsessed with street food and local culture.,Non-binary,45,Houston,Tinder
good listener sometimes,Non-binary,27,Houston,Tinder
Flirt level: dangerously charming,Female,31,Philadelphia,Hinge
drama free please,Non-binary,19,San Fransisco,CMB
"Dog lover, human tolerator.",Male,24,Philadelphia,Bumble
loves writing random stuff,Male,39,San Fransisco,OkCupid
i swipe right for dogs,Male,27,Philadelphia,Bumble
adventurous but lazy,Non-binary,36,New York,Bumble
Collector of quirky mugs and memories.,Non-binary,30,Chicago,OkCupid
yes I’m dramatic. no I won’t change,Non-binary,23,Philadelphia,Hinge
shy but deadly,Non-binary,30,Houston,Tinder
love dogs & memes,Male,45,New York,Hinge
I listen. I apologize. I grow.,Male,38,New York,CMB
introvert but sometimes extra,Non-binary,40,Las Vegas,OkCupid
cat person 🐈,Male,32,Las Vegas,OkCupid
"Wine lover, sometimes manipulative.",Non-binary,35,Dallas,CMB
chaotic but fun,Female,44,Las Vegas,Tinder
I laugh at my own jokes,Male,24,Houston,CMB
awkward smile,Female,30,Las Vegas,Hinge
"Gamer at heart, foodie in spirit.",Non-binary,37,Chicago,Tinder
"Gamer, ghosted friends.",Male,39,New York,CMB
I love you… but I’ll ignore your texts sometimes. 😶,Non-binary,25,Chicago,Bumble
sarcasm is life,Male,29,Houston,OkCupid
sarcastic & chaotic,Non-binary,27,Houston,Tinder
introverted but witty,Female,33,Houston,Tinder
I like tacos more than people,Non-binary,24,San Fransisco,Hinge
pizza > pasta,Male,26,Philadelphia,CMB
Professional chaos coordinator,Non-binary,38,Philadelphia,Hinge
work in progress,Female,21,Las Vegas,Hinge
Foodie with commitment issues.,Male,31,New York,OkCupid
i ghost sometimes tbh,Female,35,LA,OkCupid
single not desperate. don’t get it twisted,Non-binary,40,Houston,Bumble
"Night owl, coffee enthusiast.",Male,24,San Fransisco,CMB
I may overanalyze your texts,Female,27,Las Vegas,Hinge
chill and messy,Female,28,Dallas,Tinder
pizza addict,Female,41,LA,Tinder
half healed. fully hot,Non-binary,33,Philadelphia,CMB
i ghost but friendly,Non-binary,39,Dallas,Bumble
probably online rn,Male,43,Houston,Bumble
not looking 4 serious,Non-binary,21,LA,Hinge
hates ppl sometimes,Non-binary,36,Las Vegas,Tinder
naps > parties,Male,39,San Fransisco,Tinder
single & thriving,Male,19,San Fransisco,Bumble
can cook 1 dish,Female,26,LA,Hinge
introvert with fun side,Non-binary,31,Houston,Hinge
honestly confused,Female,18,Las Vegas,Hinge
Loves cooking but hates cleaning.,Non-binary,28,Dallas,OkCupid
i nap a lot,Male,19,New York,OkCupid
sleep is love,Non-binary,25,San Fransisco,Hinge
Professional napper seeking nap partner,Non-binary,43,Houston,Hinge
spontaneous naps ftw,Male,39,Dallas,OkCupid
naps are sacred,Non-binary,31,Philadelphia,OkCupid
messy bun all day,Female,19,Las Vegas,OkCupid
just here for free food,Female,27,Las Vegas,CMB
not the life of the party but always bring snacks,Female,18,Houston,Hinge
"if you’re kind, funny, and real, we’ll vibe",Male,18,San Fransisco,Hinge
sleepy queen,Female,27,Chicago,OkCupid
never goes out but swipes,Female,33,Chicago,Tinder
"Music, memes, and midnight snacks 🎶😂🍫",Non-binary,27,LA,OkCupid
gentle soul with sharp jokes,Non-binary,27,Dallas,Tinder
lol hi,Female,19,San Fransisco,Tinder
ghosted me? now i’m hotter,Female,34,Las Vegas,OkCupid
Sarcasm is my cardio,Female,37,Houston,Bumble
Self-proclaimed chef of weird recipes.,Male,20,Las Vegas,CMB
"Recovering overthinker, open to chaos",Female,35,Chicago,Bumble
"I’ll plan everything, then cancel mysteriously.",Non-binary,31,Las Vegas,Hinge
"Night owl, meme collector, chocolate lover.",Non-binary,39,San Fransisco,Bumble
night owl,Female,38,Dallas,Bumble
spicy & lonely,Male,35,LA,OkCupid
Gamer seeking co-pilot for life.,Female,23,LA,CMB
"Coffee first, adulting later ☕🙃",Non-binary,39,San Fransisco,Hinge
lazy but cute,Female,44,Philadelphia,CMB
Dog whisperer seeking dog human,Female,33,Philadelphia,Tinder
i read too many conspiracy theories,Non-binary,29,Las Vegas,Bumble
just vibin,Male,33,Houston,Hinge
i cry in public,Non-binary,33,LA,CMB
I’ll always ask how your day went — and actually listen,Female,19,Houston,Bumble
"Night owl, music lover, chocolate enthusiast.",Female,36,Las Vegas,Hinge
I trip over flat surfaces,Female,37,LA,OkCupid
memes > social life,Male,42,LA,Tinder
i want someone to look good next to me,Female,41,LA,CMB
"I smile a lot, but secretly judge. 😏",Female,29,Dallas,Bumble
Obsessed with cozy blankets and warm drinks.,Non-binary,24,New York,OkCupid
Coffee addict seeking partner in caffeine.,Non-binary,33,New York,OkCupid
Weekend hiker looking for adventure buddy.,Female,25,Houston,Tinder
Big fan of awkward dancing in public.,Female,43,Philadelphia,CMB
Professional snack hunter,Female,32,Chicago,Tinder
"Professional overthinker, chaos magnet",Non-binary,29,Houston,OkCupid
Flirt like you mean it,Non-binary,30,Philadelphia,Tinder
"Gym enthusiast, avoids serious talks.",Female,23,New York,Tinder
I’ll hold the door open and your hand too,Male,35,New York,Hinge
Professional shower singer,Non-binary,18,Dallas,Bumble
Wanderlust and wine lover.,Non-binary,40,Houston,Bumble
I know how to say “I’m sorry” and mean it,Female,45,Las Vegas,Tinder
dreams a lot,Non-binary,20,Philadelphia,Tinder
coffee before human interaction,Male,29,Chicago,OkCupid
Obsessed with retro video games.,Non-binary,34,LA,Tinder
"Loves hiking, ghosted during trip.",Non-binary,38,New York,CMB
i love long drives,Female,39,Houston,Hinge
I’m not gonna pretend to be chill. I care.,Male,40,Chicago,Tinder
love memes & naps,Female,30,Dallas,Bumble
I love pets more than people. 🐾,Female,22,LA,Bumble
dating me is like therapy but worse,Male,35,New York,OkCupid
quiet but savage,Non-binary,29,San Fransisco,Hinge
lazy & spicy,Female,39,Dallas,CMB
caffeine & chaos,Non-binary,24,New York,Bumble
I know what I want. Also know how to communicate it.,Male,44,Houston,Bumble
could text 24/7,Non-binary,19,New York,CMB
"Late-night thinker, early-morning napper.",Non-binary,30,LA,OkCupid
drama free pls,Non-binary,39,New York,OkCupid
Night owl with a love for music festivals.,Non-binary,26,New York,Hinge
"Loves ice cream, forgets birthdays.",Non-binary,41,Chicago,Bumble
Currently training for dessert marathon,Female,31,Philadelphia,CMB
loves stars 🌌,Non-binary,38,Chicago,OkCupid
Loves spontaneous adventures and bad decisions.,Non-binary,43,Dallas,Tinder
"knows the difference between “there,” “their,” and “they’re”",Male,31,LA,Tinder
loves spontaneous trips,Female,20,Chicago,Hinge
i ghost,Female,40,LA,OkCupid
keep your drama low and your standards high,Female,22,Chicago,Bumble
spicy and lonely,Male,30,New York,CMB
Obsessed with music festivals and coffee shops.,Male,31,Dallas,Tinder
"introvert, leave me alone",Non-binary,41,Dallas,Hinge
"I flirt shamelessly, love dangerously.",Female,25,LA,CMB
bored af,Male,26,Dallas,CMB
Introverted extrovert,Female,18,LA,OkCupid
messy but lovable,Male,45,Houston,Bumble
"Sweet chaos, occasional chill.",Non-binary,26,Houston,OkCupid
emojis for life,Female,27,Chicago,Bumble
obsessed w reality tv,Female,34,Philadelphia,OkCupid
i dance alone,Female,26,Philadelphia,Hinge
"Sweet chaos, occasionally regretful.",Male,39,New York,CMB
"tiktok addict, proud",Female,42,Dallas,Hinge
"Flirty with everyone, loyal to few. 💋",Male,19,Chicago,Tinder
i’m proud of who i am. not trying to sell anything,Female,35,Chicago,CMB
I make bad decisions beautifully,Male,21,Chicago,OkCupid
introvert probs,Male,30,Dallas,CMB
i ghost sometimes,Female,32,LA,Hinge
loves attention,Non-binary,31,San Fransisco,OkCupid
Flirts like it’s my cardio,Male,21,Houston,Tinder
Fluent in sarcasm and awkward encounters.,Male,22,New York,CMB
obsessed w reality tv,Female,24,Chicago,CMB
i love life and i want someone to love it with,Male,27,Las Vegas,CMB
Introvert seeking another introvert for mutual ignoring,Female,23,Dallas,CMB
"i want attention, not a penpal",Non-binary,29,Las Vegas,Bumble
"I ghost, but I leave memes",Female,29,San Fransisco,OkCupid
"loves plants, podcasts, and people who are soft on the inside",Female,26,New York,Hinge
tacos pls,Non-binary,19,Philadelphia,OkCupid
"Gamer, foodie, coffee addict.",Non-binary,28,Chicago,CMB
"if ur too nice, i’ll get bored",Female,23,San Fransisco,Hinge
Recovering overthinker seeking chaos partner,Female,30,Chicago,Hinge
Obsessed with memes and existential thoughts.,Female,24,Houston,CMB
Flirting: chaotic but cute,Non-binary,44,Dallas,Tinder
been single so long I forgot how to flirt,Female,35,New York,Tinder
pizza & naps forever,Female,21,Las Vegas,CMB
tired but cute,Non-binary,34,San Fransisco,OkCupid
Dog lover with a soft spot for naps.,Female,30,LA,Hinge
work and chill,Non-binary,31,San Fransisco,Hinge
messy but fun,Non-binary,19,San Fransisco,CMB
"Looking for someone to steal my fries, not my heart",Female,33,New York,Bumble
"Dog cuddler, snack sharer, heart stealer.",Female,20,San Fransisco,OkCupid
"Will steal your fries, politely",Female,33,Houston,Bumble
"i ghost, come back later",Non-binary,32,New York,Hinge
obsessed with reality tv,Male,37,Chicago,OkCupid
"Dog mom, chaos enthusiast",Female,40,Houston,OkCupid
"Late-night thinker, impulsive doer.",Non-binary,26,San Fransisco,Hinge
Obsessed with quirky gifts.,Female,18,LA,Tinder
"Work hard, nap harder",Male,42,San Fransisco,Tinder
Always planning… sometimes overthinking. 📅😵,Female,44,New York,OkCupid
Caffeine-dependent life form ☕,Male,43,San Fransisco,Tinder
netflix over people,Female,27,Chicago,OkCupid
work hard nap harder,Non-binary,42,Dallas,Bumble
sleepy & fun,Non-binary,25,LA,CMB
"Foodie, sometimes manipulative.",Female,24,San Fransisco,Hinge
"Pro napper, amateur chef 😴🍳",Male,36,Philadelphia,OkCupid
"Snack provider, chaos bringer",Female,40,New York,OkCupid
Living for spontaneous adventures ✈️😂,Female,42,Philadelphia,CMB
I binge true crime podcasts while eating cereal at 2 AM.,Male,32,San Fransisco,Bumble
low effort energy only unless you're HOT,Female,28,New York,Bumble
"sometimes shy, sometimes extra",Non-binary,22,Dallas,CMB
messy bun vibes,Non-binary,42,LA,Hinge
Recovering overthinker seeking chaos partner,Female,22,Houston,Bumble
Currently avoiding adulthood at all costs,Non-binary,43,Las Vegas,Tinder
"Yoga lover, pizza believer.",Male,32,San Fransisco,CMB
bored here,Female,21,Houston,OkCupid
"Amateur painter, daydreamer, chaos lover.",Non-binary,32,Las Vegas,Tinder
"I overthink everything, including this bio.",Female,34,Chicago,CMB
Could be toxic… or just misunderstood. 🤷‍♂️,Female,28,San Fransisco,CMB
i overthink everything,Male,26,Chicago,OkCupid
"Adventure lover, sometimes clingy.",Female,32,Las Vegas,OkCupid
Dog lover seeking a partner in crime for park adventures.,Female,43,Philadelphia,Bumble
"I flirt with danger, and humans.",Male,23,Las Vegas,Hinge
"Talks about self-care, ignores partner’s feelings.",Female,35,Houston,Tinder
I ghost to test loyalty.,Male,28,Las Vegas,Hinge
"Foodie, secretly judgmental.",Female,19,Dallas,Tinder
Recovering chaos magnet,Male,22,Las Vegas,CMB
"Adventure seeker, meme dealer. 🏔️😂",Female,38,New York,Bumble
"Fitness junkie, sometimes moody.",Male,42,Chicago,Bumble
Obsessed with true crime podcasts and midnight snacks.,Non-binary,20,Dallas,Bumble
messy vibes,Female,32,Philadelphia,Tinder
could be your therapist,Male,37,San Fransisco,Tinder
Fitness lover seeking yoga buddy.,Female,33,Las Vegas,Tinder
"I love sarcasm, sometimes I mean it.",Non-binary,31,Houston,Tinder
Obsessed with sunsets and good wine.,Non-binary,23,Houston,Hinge
pizza & chaos forever,Non-binary,43,Philadelphia,Hinge
Flirt dangerously,Male,23,Chicago,OkCupid
spontaneous but broke,Non-binary,30,LA,Hinge
Will judge your memes silently,Female,22,Las Vegas,Tinder
i lie sometimes,Female,26,Chicago,Bumble
"i talk too much, deal",Male,31,New York,OkCupid
i write random stuff,Female,20,Houston,OkCupid
"I flirt for sport, not commitment",Female,29,Philadelphia,CMB
"Beach walks, starry nights, good vibes only.",Non-binary,23,Dallas,Tinder
coffee addicted,Male,31,Chicago,CMB
loves strangers,Male,31,LA,CMB
Currently ignoring adulthood creatively,Non-binary,40,Houston,OkCupid
Flirt level: expert,Non-binary,21,LA,Bumble
Obsessed with ice cream and sunsets.,Male,20,San Fransisco,Tinder
Fluent in sarcasm and dad jokes,Non-binary,39,Dallas,Bumble
single but thriving,Female,45,New York,Bumble
vibes only,Female,26,Dallas,OkCupid
Nap enthusiast and professional snack hunter 😴🍿,Male,39,Chicago,Hinge
Could be loyal… or just dramatic. 😬,Non-binary,41,LA,Hinge
Night owl with a morning coffee ritual.,Non-binary,37,Las Vegas,Bumble
Movie nerd seeking co-pilot in life.,Female,44,San Fransisco,Bumble
lolol,Male,35,Philadelphia,Tinder
