bio,gender,age,city,gender,platform,filtered_tokens,lemmatized_tokens,flag_classification,reason
"Amateur baker, dessert lover.",Non-binary,39,LA,Non-binary,OkCupid,"['amateur', 'baker', 'dessert', 'lover']","['amateur', 'baker', 'dessert', 'lover']",🌿Green Flag,"lover, amateur"
Beach walker and ice cream chaser.,Non-binary,42,New York,Non-binary,Tinder,"['beach', 'walker', 'ice', 'cream', 'chaser']","['beach', 'walker', 'ice', 'cream', 'chaser']",🤷‍♂️No Clear Signal,
i cry when happy,Female,42,LA,Female,Hinge,"['cry', 'happy']","['cry', 'happy']",🤷‍♂️No Clear Signal,
single not desperate. don’t get it twisted,Male,28,Philadelphia,Male,Hinge,"['single', 'desperate', 'dont', 'get', 'twisted']","['single', 'desperate', 'get', 'twist']",🙂Mixed Flag,desperate
"Obsessed with hiking, photography, and laughter.",Female,26,Houston,Female,Tinder,"['obsessed', 'hiking', 'photography', 'laughter']","['obsess', 'hike', 'photography', 'laughter']",🚩Red Flag,obsess
"I text too much, then ignore.",Female,23,San Fransisco,Female,Bumble,"['text', 'much', 'ignore']","['text', 'much', 'ignore']",🙂Mixed Flag,much
Loves spontaneous road trips and bad jokes.,Female,42,LA,Female,Bumble,"['loves', 'spontaneous', 'road', 'trips', 'bad', 'jokes']","['love', 'spontaneous', 'road', 'trip', 'bad', 'joke']",🚩Red Flag,"bad, bad, bad, love"
brb napping,Female,20,LA,Female,Tinder,"['brb', 'napping']","['brb', 'napping']",🤷‍♂️No Clear Signal,
Funny but emotionally unavailable.,Female,26,Dallas,Female,Bumble,"['funny', 'emotionally', 'unavailable']","['funny', 'emotionally', 'unavailable']",🚩Red Flag,"unavailable, funny"
love dogs & tacos,Non-binary,42,Las Vegas,Non-binary,Tinder,"['love', 'dogs', 'tacos']","['love', 'dog', 'tacos']",🌿Green Flag,"dog, love, dog"
"love sarcasm, hate liars",Female,19,Dallas,Female,CMB,"['love', 'sarcasm', 'hate', 'liars']","['love', 'sarcasm', 'hate', 'liar']",🚩Red Flag,"sarcasm, hate, love"
TALK NERDY TO ME,Male,30,San Fransisco,Male,Bumble,"['talk', 'nerdy']","['talk', 'nerdy']",🤷‍♂️No Clear Signal,
Professional napper,Female,30,Houston,Female,Tinder,"['professional', 'napper']","['professional', 'napper']",🌿Green Flag,professional
I flirt with everyone… but my heart is picky. 😏❤️,Non-binary,28,New York,Non-binary,Bumble,"['flirt', 'everyone', 'heart', 'picky']","['flirt', 'heart', 'picky']",🚩Red Flag,"flirt, flirt"
Loves beaches and mountain trails.,Male,19,San Fransisco,Male,CMB,"['loves', 'beaches', 'mountain', 'trails']","['love', 'beach', 'mountain', 'trail']",🌿Green Flag,love
Loves trivia and random facts.,Male,26,New York,Male,Hinge,"['loves', 'trivia', 'random', 'facts']","['love', 'trivia', 'random', 'fact']",🌿Green Flag,love
"I love deep talks, hate drama.",Male,44,Houston,Male,Hinge,"['love', 'deep', 'talks', 'hate', 'drama']","['love', 'deep', 'talk', 'hate', 'drama']",🚩Red Flag,"hate, drama, deep, love"
Life’s too short for bad vibes ✨😎,Male,26,LA,Male,CMB,"['lifes', 'short', 'bad', 'vibes']","['life', 'short', 'bad', 'vibe']",🚩Red Flag,"bad, bad, bad, life"
Currently training for a snack marathon,Non-binary,23,Houston,Non-binary,Bumble,"['currently', 'training', 'snack', 'marathon']","['currently', 'train', 'snack', 'marathon']",🙂Mixed Flag,currently
single and sad,Female,32,Philadelphia,Female,Bumble,"['single', 'sad']","['single', 'sad']",🤷‍♂️No Clear Signal,
I ghost to protect feelings (mine and yours).,Non-binary,20,New York,Non-binary,Tinder,"['ghost', 'protect', 'feelings', 'mine']","['ghost', 'protect', 'feeling', 'mine']",🚩Red Flag,"ghost, ghost, feeling"
Loves baking and sharing desserts,Female,33,Las Vegas,Female,Bumble,"['loves', 'baking', 'sharing', 'desserts']","['love', 'bake', 'share', 'dessert']",🌿Green Flag,"share, love"
pizza time,Female,24,San Fransisco,Female,CMB,"['pizza', 'time']","['pizza', 'time']",🌿Green Flag,"pizza, pizza"
Dog mom seeking dog dad,Female,37,Las Vegas,Female,OkCupid,"['dog', 'mom', 'seeking', 'dog', 'dad']","['dog', 'mom', 'seek', 'dog', 'dad']",🌿Green Flag,"dog, dog"
"I flirt shamelessly, think deeply.",Male,30,Philadelphia,Male,CMB,"['flirt', 'shamelessly', 'think', 'deeply']","['flirt', 'shamelessly', 'think', 'deeply']",🚩Red Flag,"flirt, flirt"
maybe your future ex idk,Female,23,Dallas,Female,Tinder,"['maybe', 'future', 'ex', 'idk']","['maybe', 'future', 'ex', 'idk']",🚩Red Flag,"ex, idk"
always late,Non-binary,38,Philadelphia,Non-binary,CMB,"['always', 'late']","['always', 'late']",🌿Green Flag,always
single & spicy,Female,33,Chicago,Female,Bumble,"['single', 'spicy']","['single', 'spicy']",🤷‍♂️No Clear Signal,
passion project: trying every croissant in the city 🥐,Non-binary,21,LA,Non-binary,Tinder,"['passion', 'project', 'trying', 'every', 'croissant', 'city']","['passion', 'project', 'try', 'every', 'croissant', 'city']",🚩Red Flag,"croissant, passion"
loyalty’s cute. money’s cuter,Non-binary,22,Philadelphia,Non-binary,Tinder,"['loyaltys', 'cute', 'moneys', 'cuter']","['loyalty', 'cute', 'money', 'cuter']",🌿Green Flag,"loyalty, money"
either my soulmate or someone i ghost,Female,35,Philadelphia,Female,Hinge,"['either', 'soulmate', 'someone', 'ghost']","['either', 'soulmate', 'someone', 'ghost']",🚩Red Flag,"ghost, ghost"
introvert with fun side,Male,42,Chicago,Male,OkCupid,"['introvert', 'fun', 'side']","['introvert', 'fun', 'side']",🙂Mixed Flag,introvert
Introverted extrovert,Female,31,Las Vegas,Female,CMB,"['introverted', 'extrovert']","['introvert', 'extrovert']",🙂Mixed Flag,introvert
i like chaos,Non-binary,24,Houston,Non-binary,CMB,"['like', 'chaos']","['like', 'chaos']",🚩Red Flag,"chaos, chaos, like"
"bad at math, good at life",Female,37,LA,Female,OkCupid,"['bad', 'math', 'good', 'life']","['bad', 'math', 'good', 'life']",🚩Red Flag,"bad, bad, bad, life"
"Likes quiet nights, chaotic mornings. 🌙☀️",Male,38,Houston,Male,Hinge,"['likes', 'quiet', 'nights', 'chaotic', 'mornings']","['like', 'quiet', 'night', 'chaotic', 'morning']",🌿Green Flag,"quiet, morning, chaotic, like"
chaos incarnate,Non-binary,21,San Fransisco,Non-binary,Tinder,"['chaos', 'incarnate']","['chaos', 'incarnate']",🚩Red Flag,"chaos, chaos"
"6/10 looks, 11/10 emotional maturity",Male,32,Houston,Male,Tinder,"['looks', 'emotional', 'maturity']","['look', 'emotional', 'maturity']",🚩Red Flag,"look, emotional, maturity"
"Talks too much, listens too little… sometimes. 😅",Male,40,Dallas,Male,Hinge,"['talks', 'much', 'listens', 'little', 'sometimes']","['talk', 'much', 'listens', 'sometimes']",🙂Mixed Flag,"sometimes, much"
"Always has a sarcastic comment ready, occasionally sweet.",Non-binary,26,Philadelphia,Non-binary,Bumble,"['always', 'sarcastic', 'comment', 'ready', 'occasionally', 'sweet']","['always', 'sarcastic', 'comment', 'ready', 'occasionally', 'sweet']",🌿Green Flag,always
"Fitness lover, pizza enthusiast.",Male,21,Dallas,Male,OkCupid,"['fitness', 'lover', 'pizza', 'enthusiast']","['fitness', 'lover', 'pizza', 'enthusiast']",🌿Green Flag,"enthusiast, pizza, lover, pizza"
"Night owl, meme collector, snack hoarder.",Non-binary,19,Chicago,Non-binary,OkCupid,"['night', 'owl', 'meme', 'collector', 'snack', 'hoarder']","['night', 'owl', 'meme', 'collector', 'snack', 'hoarder']",🌿Green Flag,meme
love dogs more than ppl,Male,20,San Fransisco,Male,Tinder,"['love', 'dogs', 'ppl']","['love', 'dog', 'ppl']",🌿Green Flag,"dog, love, dog"
"Professional overthinker, chaos bringer",Non-binary,20,Philadelphia,Non-binary,OkCupid,"['professional', 'overthinker', 'chaos', 'bringer']","['professional', 'overthinker', 'chaos', 'bringer']",🚩Red Flag,"chaos, professional, chaos"
"Loves coffee, chaos, and cuddle sessions.",Male,36,Dallas,Male,CMB,"['loves', 'coffee', 'chaos', 'cuddle', 'sessions']","['love', 'coffee', 'chaos', 'cuddle', 'session']",🚩Red Flag,"chaos, coffee, love, coffee, chaos"
i nap daily,Non-binary,41,Dallas,Non-binary,Tinder,"['nap', 'daily']","['nap', 'daily']",🌿Green Flag,nap
lowkey chaotic,Non-binary,26,New York,Non-binary,Tinder,"['lowkey', 'chaotic']","['lowkey', 'chaotic']",🙂Mixed Flag,chaotic
loves slow dancing and faster replies,Non-binary,42,Chicago,Non-binary,OkCupid,"['loves', 'slow', 'dancing', 'faster', 'replies']","['love', 'slow', 'dance', 'faster', 'reply']",🌿Green Flag,"dance, love, dance"
sarcasm 24/7,Female,32,Houston,Female,Bumble,['sarcasm'],['sarcasm'],🚩Red Flag,sarcasm
"Fun, flirty, slightly chaotic. ⚡💋",Female,18,New York,Female,Tinder,"['fun', 'flirty', 'slightly', 'chaotic']","['fun', 'flirty', 'slightly', 'chaotic']",🙂Mixed Flag,chaotic
I like my coffee black and my humor dark,Female,33,San Fransisco,Female,Bumble,"['like', 'coffee', 'black', 'humor', 'dark']","['like', 'coffee', 'black', 'humor', 'dark']",🌿Green Flag,"coffee, coffee, like"
"Loves pets, ghosted once.",Non-binary,22,Houston,Non-binary,CMB,"['loves', 'pets', 'ghosted']","['love', 'pet', 'ghost']",🚩Red Flag,"ghost, ghost, love"
"Obsessed with sunsets, hikes, and coffee.",Non-binary,38,San Fransisco,Non-binary,OkCupid,"['obsessed', 'sunsets', 'hikes', 'coffee']","['obsess', 'sunset', 'hike', 'coffee']",🚩Red Flag,"obsess, coffee, coffee"
I binge Netflix and judge your taste in shows.,Non-binary,38,Houston,Non-binary,CMB,"['binge', 'netflix', 'judge', 'taste', 'shows']","['binge', 'netflix', 'judge', 'taste', 'show']",🤷‍♂️No Clear Signal,
chaos incarnate,Female,18,Philadelphia,Female,OkCupid,"['chaos', 'incarnate']","['chaos', 'incarnate']",🚩Red Flag,"chaos, chaos"
Travel addict stuck in a 9–5 mind.,Female,19,Philadelphia,Female,Hinge,"['travel', 'addict', 'stuck', 'mind']","['travel', 'addict', 'stick', 'mind']",🤷‍♂️No Clear Signal,
obsessed w reality tv,Female,39,San Fransisco,Female,Bumble,"['obsessed', 'w', 'reality', 'tv']","['obsess', 'reality', 'tv']",🚩Red Flag,obsess
lowkey dramatic,Male,30,Philadelphia,Male,CMB,"['lowkey', 'dramatic']","['lowkey', 'dramatic']",🚩Red Flag,dramatic
i talk too much,Non-binary,26,LA,Non-binary,Hinge,"['talk', 'much']","['talk', 'much']",🙂Mixed Flag,much
sarcasm is my cardio,Male,22,Dallas,Male,Tinder,"['sarcasm', 'cardio']","['sarcasm', 'cardio']",🚩Red Flag,sarcasm
overthinker & chaotic,Female,40,Houston,Female,Bumble,"['overthinker', 'chaotic']","['overthinker', 'chaotic']",🙂Mixed Flag,chaotic
"Loves movies, hates spoilers.",Non-binary,28,Dallas,Non-binary,Bumble,"['loves', 'movies', 'hates', 'spoilers']","['love', 'movie', 'hat', 'spoiler']",🌿Green Flag,love
"Will steal your fries, politely",Female,30,Houston,Female,Tinder,"['steal', 'fries', 'politely']","['steal', 'fry', 'politely']",🚩Red Flag,steal
kind of lost,Non-binary,36,New York,Non-binary,Bumble,"['kind', 'lost']","['kind', 'lose']",🤷‍♂️No Clear Signal,
obsessed with memes,Non-binary,18,San Fransisco,Non-binary,Tinder,"['obsessed', 'memes']","['obsess', 'meme']",🚩Red Flag,"obsess, meme"
"Loves sarcasm, hates small talk.",Male,34,Houston,Male,OkCupid,"['loves', 'sarcasm', 'hates', 'small', 'talk']","['love', 'sarcasm', 'hat', 'small', 'talk']",🚩Red Flag,"sarcasm, small, love"
"Love long walks, long talks, and love itself",Non-binary,40,Houston,Non-binary,Tinder,"['love', 'long', 'walks', 'long', 'talks', 'love']","['love', 'long', 'walk', 'long', 'talk', 'love']",🌿Green Flag,love
i sing badly but loud,Female,42,Houston,Female,Bumble,"['sing', 'badly', 'loud']","['sing', 'badly', 'loud']",🤷‍♂️No Clear Signal,
obsessed w candles,Male,33,Dallas,Male,OkCupid,"['obsessed', 'w', 'candles']","['obsess', 'candle']",🚩Red Flag,obsess
could be bad influence,Male,33,San Fransisco,Male,Hinge,"['could', 'bad', 'influence']","['could', 'bad', 'influence']",🚩Red Flag,"bad, bad, bad"
Fluent in sarcasm and dad jokes,Female,31,New York,Female,Bumble,"['fluent', 'sarcasm', 'dad', 'jokes']","['fluent', 'sarcasm', 'dad', 'joke']",🚩Red Flag,"sarcasm, fluent, fluent"
"I ghost, but only for your own good.",Non-binary,30,San Fransisco,Non-binary,Bumble,"['ghost', 'good']","['ghost', 'good']",🚩Red Flag,"ghost, ghost"
kinda emo,Male,45,Dallas,Male,OkCupid,"['kinda', 'emo']","['kinda', 'emo']",🤷‍♂️No Clear Signal,
naps > humans,Male,41,Dallas,Male,OkCupid,"['naps', 'humans']","['nap', 'human']",🌿Green Flag,"human, nap, human"
Loves spontaneous adventures and bad decisions.,Male,42,New York,Male,Tinder,"['loves', 'spontaneous', 'adventures', 'bad', 'decisions']","['love', 'spontaneous', 'adventure', 'bad', 'decision']",🚩Red Flag,"bad, bad, bad, love"
"Sweet chaos, occasional chill.",Male,43,San Fransisco,Male,OkCupid,"['sweet', 'chaos', 'occasional', 'chill']","['sweet', 'chaos', 'occasional', 'chill']",🚩Red Flag,"chaos, chill, chill, chaos"
Can eat 10 samosas in one sitting,Non-binary,43,San Fransisco,Non-binary,OkCupid,"['eat', 'samosas', 'one', 'sitting']","['eat', 'samosas', 'one', 'sit']",🤷‍♂️No Clear Signal,
"I smile a lot, but secretly judge. 😏",Female,20,San Fransisco,Female,OkCupid,"['smile', 'lot', 'secretly', 'judge']","['smile', 'lot', 'secretly', 'judge']",🤷‍♂️No Clear Signal,
lonely but funny,Male,35,New York,Male,Hinge,"['lonely', 'funny']","['lonely', 'funny']",🙂Mixed Flag,funny
"Explorer at heart, grounded in reality.",Female,25,Houston,Female,Hinge,"['explorer', 'heart', 'grounded', 'reality']","['explorer', 'heart', 'ground', 'reality']",🤷‍♂️No Clear Signal,
gym rat tbh,Female,18,LA,Female,Bumble,"['gym', 'rat', 'tbh']","['gym', 'rat', 'tbh']",🤷‍♂️No Clear Signal,
just existing,Female,30,LA,Female,CMB,['existing'],['exist'],🤷‍♂️No Clear Signal,
"Fitness junkie, occasional Netflix binger.",Male,40,Houston,Male,CMB,"['fitness', 'junkie', 'occasional', 'netflix', 'binger']","['fitness', 'junkie', 'occasional', 'netflix', 'binger']",🤷‍♂️No Clear Signal,
Obsessed with true crime and spontaneous adventures.,Non-binary,44,New York,Non-binary,CMB,"['obsessed', 'true', 'crime', 'spontaneous', 'adventures']","['obsess', 'true', 'crime', 'spontaneous', 'adventure']",🚩Red Flag,obsess
pizza addict,Non-binary,42,New York,Non-binary,CMB,"['pizza', 'addict']","['pizza', 'addict']",🌿Green Flag,"pizza, pizza"
Bookworm with a love for fantasy.,Female,33,Houston,Female,OkCupid,"['bookworm', 'love', 'fantasy']","['bookworm', 'love', 'fantasy']",🌿Green Flag,"bookworm, love"
i swear too much tbh,Non-binary,21,Houston,Non-binary,Bumble,"['swear', 'much', 'tbh']","['swear', 'much', 'tbh']",🙂Mixed Flag,much
shy but deadly,Non-binary,36,LA,Non-binary,OkCupid,"['shy', 'deadly']","['shy', 'deadly']",🤷‍♂️No Clear Signal,
kinda wild,Non-binary,35,New York,Non-binary,Bumble,"['kinda', 'wild']","['kinda', 'wild']",🤷‍♂️No Clear Signal,
"Night owl, music enthusiast, chaos lover.",Female,29,Dallas,Female,Bumble,"['night', 'owl', 'music', 'enthusiast', 'chaos', 'lover']","['night', 'owl', 'music', 'enthusiast', 'chaos', 'lover']",🚩Red Flag,"chaos, enthusiast, lover, chaos"
Sweet but messy energy.,Female,28,Philadelphia,Female,Hinge,"['sweet', 'messy', 'energy']","['sweet', 'messy', 'energy']",🚩Red Flag,"messy, messy, messy"
i ghost sometimes deal,Female,39,Chicago,Female,Hinge,"['ghost', 'sometimes', 'deal']","['ghost', 'sometimes', 'deal']",🚩Red Flag,"ghost, ghost, sometimes"
"Flirt responsibly, snack recklessly",Non-binary,27,New York,Non-binary,CMB,"['flirt', 'responsibly', 'snack', 'recklessly']","['flirt', 'responsibly', 'snack', 'recklessly']",🚩Red Flag,"flirt, flirt"
messy AF,Non-binary,30,Las Vegas,Non-binary,CMB,"['messy', 'af']","['messy', 'af']",🚩Red Flag,"messy, messy, messy"
not your type probably,Male,19,San Fransisco,Male,OkCupid,"['type', 'probably']","['type', 'probably']",🤷‍♂️No Clear Signal,
pizza & tacos,Non-binary,38,New York,Non-binary,Bumble,"['pizza', 'tacos']","['pizza', 'taco']",🌿Green Flag,"pizza, pizza"
"I’ll text you all day, then disappear for hours.",Female,38,Chicago,Female,Bumble,"['ill', 'text', 'day', 'disappear', 'hours']","['text', 'day', 'disappear', 'hour']",🤷‍♂️No Clear Signal,
"Loves road trips, hates traffic.",Non-binary,20,Chicago,Non-binary,Hinge,"['loves', 'road', 'trips', 'hates', 'traffic']","['love', 'road', 'trip', 'hate', 'traffic']",🚩Red Flag,"hate, love"
Will judge your memes silently,Non-binary,29,Houston,Non-binary,Bumble,"['judge', 'memes', 'silently']","['judge', 'meme', 'silently']",🌿Green Flag,meme
i laugh weirdly,Non-binary,35,Chicago,Non-binary,Tinder,"['laugh', 'weirdly']","['laugh', 'weirdly']",🚩Red Flag,"weirdly, laugh"
messy but lovable,Female,45,New York,Female,CMB,"['messy', 'lovable']","['messy', 'lovable']",🚩Red Flag,"messy, messy, messy"
memes > humans,Non-binary,28,New York,Non-binary,OkCupid,"['memes', 'humans']","['meme', 'human']",🌿Green Flag,"human, meme, human"
"Fluent in sarcasm, bad jokes, and eye rolls.",Non-binary,20,LA,Non-binary,Hinge,"['fluent', 'sarcasm', 'bad', 'jokes', 'eye', 'rolls']","['fluent', 'sarcasm', 'bad', 'joke', 'eye', 'roll']",🚩Red Flag,"sarcasm, bad, bad, bad, eye, fluent, fluent"
"Recovering overthinker, open to chaos",Female,44,Las Vegas,Female,Hinge,"['recovering', 'overthinker', 'open', 'chaos']","['recover', 'overthinker', 'open', 'chaos']",🚩Red Flag,"chaos, chaos"
"Night owl, meme collector, chaos enthusiast.",Male,32,New York,Male,Tinder,"['night', 'owl', 'meme', 'collector', 'chaos', 'enthusiast']","['night', 'owl', 'meme', 'collector', 'chaos', 'enthusiast']",🚩Red Flag,"chaos, enthusiast, meme, chaos"
Always up for a road trip with no GPS.,Male,42,New York,Male,CMB,"['always', 'road', 'trip', 'gps']","['always', 'road', 'trip', 'gps']",🌿Green Flag,always
i panic too often,Female,42,Chicago,Female,CMB,"['panic', 'often']","['panic', 'often']",🤷‍♂️No Clear Signal,
Hopeless romantic with a love for memes 💔😂,Male,27,San Fransisco,Male,CMB,"['hopeless', 'romantic', 'love', 'memes']","['hopeless', 'romantic', 'love', 'meme']",🌿Green Flag,"romantic, love, meme, hopeless"
naps > work,Non-binary,38,New York,Non-binary,OkCupid,"['naps', 'work']","['nap', 'work']",🌿Green Flag,nap
I laugh at my own jokes,Non-binary,24,Las Vegas,Non-binary,OkCupid,"['laugh', 'jokes']","['laugh', 'joke']",🌿Green Flag,laugh
messy vibes,Non-binary,23,Philadelphia,Non-binary,Tinder,"['messy', 'vibes']","['messy', 'vibe']",🚩Red Flag,"messy, messy, messy"
taco lover,Non-binary,35,New York,Non-binary,Hinge,"['taco', 'lover']","['taco', 'lover']",🌿Green Flag,lover
Cat person with a wild streak.,Male,19,LA,Male,Hinge,"['cat', 'person', 'wild', 'streak']","['cat', 'person', 'wild', 'streak']",🤷‍♂️No Clear Signal,
